studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Grain yield - kg/ha|CO_321:0001218,Heading time - Julian date (JD)|CO_321:0001233,Plant height - cm|CO_321:0001301,notes
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",221748,NY99010-350,,plot,1096542,CornellMaster_2009_McGowan_NY99010-350_347,1,1,1347,,,test,,5198.42091,,116.7655324,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",234665,NY99010-351,,plot,1096745,CornellMaster_2009_McGowan_NY99010-351_348,1,1,1348,,,test,,5831.318519,,125.7641542,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",226813,NY99011-352,,plot,1096657,CornellMaster_2009_McGowan_NY99011-352_349,1,1,1349,,,test,,5445.391416,,114.9879882,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230559,NY99012-234,,plot,1096485,CornellMaster_2009_McGowan_NY99012-234_236,1,1,1236,,,test,,4907.204566,,123.0921987,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",224698,NY99012-242,,plot,1096477,CornellMaster_2009_McGowan_NY99012-242_244,1,1,1244,,,test,,5278.160912,,104.9776124,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230749,NY99012-244,,plot,1096553,CornellMaster_2009_McGowan_NY99012-244_246,1,1,1246,,,test,,5198.001838,,112.4392851,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",226519,NY99013-236,,plot,1096483,CornellMaster_2009_McGowan_NY99013-236_238,1,1,1238,,,test,,4813.078856,,116.6336632,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235144,NY99013-237,,plot,1096646,CornellMaster_2009_McGowan_NY99013-237_239,1,1,1239,,,test,,5134.105318,,127.2757869,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235616,NY99014-253,,plot,1096566,CornellMaster_2009_McGowan_NY99014-253_255,1,1,1255,,,test,,5568.621502,,107.8895816,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",226474,NY99017-353,,plot,1096454,CornellMaster_2009_McGowan_NY99017-353_350,1,1,1350,,,test,,4816.642135,,114.4017834,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",220113,NY99017-354,,plot,1096632,CornellMaster_2009_McGowan_NY99017-354_351,1,1,1351,,,test,,4522.871231,,118.7463967,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",231397,NY99017-355,,plot,1096744,CornellMaster_2009_McGowan_NY99017-355_352,1,1,1352,,,test,,5306.513612,,120.4683447,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",236200,NY99019-221,,plot,1096548,CornellMaster_2009_McGowan_NY99019-221_223,1,1,1223,,,test,,4429.399987,,105.1607692,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",228475,NY99019-255,,plot,1096625,CornellMaster_2009_McGowan_NY99019-255_257,1,1,1257,,,test,,5447.216371,,107.0771784,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230007,NY99021-224,,plot,1096601,CornellMaster_2009_McGowan_NY99021-224_226,1,1,1226,,,test,,4715.224268,,114.1015611,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",228188,NY99021-235,,plot,1096552,CornellMaster_2009_McGowan_NY99021-235_237,1,1,1237,,,test,,5475.193895,,109.9204421,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",221324,NY99021-257,,plot,1096624,CornellMaster_2009_McGowan_NY99021-257_259,1,1,1259,,,test,,5630.548155,,109.4605142,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",229630,NY99022-356,,plot,1096581,CornellMaster_2009_McGowan_NY99022-356_353,1,1,1353,,,test,,4738.032285,,120.2307805,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",237110,NY99023-357,,plot,1096584,CornellMaster_2009_McGowan_NY99023-357_354,1,1,1354,,,test,,4761.987009,,122.9542437,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",221505,NY99023-358,,plot,1096429,CornellMaster_2009_McGowan_NY99023-358_355,1,1,1355,,,test,,4840.974438,,120.3273792,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",219812,NY99025-222,,plot,1096644,CornellMaster_2009_McGowan_NY99025-222_224,1,1,1224,,,test,,5617.57871,,109.2263704,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",227461,NY99026-256,,plot,1096588,CornellMaster_2009_McGowan_NY99026-256_258,1,1,1258,,,test,,4677.677874,,123.602418,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",219361,NY99026-359,,plot,1096699,CornellMaster_2009_McGowan_NY99026-359_356,1,1,1356,,,test,,5065.364385,,115.6799271,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225928,NY99026-360,,plot,1096426,CornellMaster_2009_McGowan_NY99026-360_357,1,1,1357,,,test,,5645.14007,,108.6455907,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",224118,NY99027-241,,plot,1096775,CornellMaster_2009_McGowan_NY99027-241_243,1,1,1243,,,test,,5670.712469,,99.36850819,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",220074,NY99029-229,,plot,1096763,CornellMaster_2009_McGowan_NY99029-229_231,1,1,1231,,,test,,5774.488933,,118.4512503,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230819,NY99029-362,,plot,1096715,CornellMaster_2009_McGowan_NY99029-362_359,1,1,1359,,,test,,5278.623167,,120.4743703,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",231432,NY99029-363,,plot,1096555,CornellMaster_2009_McGowan_NY99029-363_360,1,1,1360,,,test,,4922.439248,,114.9189447,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225889,NY99029-364,,plot,1096562,CornellMaster_2009_McGowan_NY99029-364_361,1,1,1361,,,test,,4859.866211,,120.3574166,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",222507,NY99032-245,,plot,1096515,CornellMaster_2009_McGowan_NY99032-245_247,1,1,1247,,,test,,4864.247272,,121.5853216,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",227497,NY99032-260,,plot,1096639,CornellMaster_2009_McGowan_NY99032-260_262,1,1,1262,,,test,,4987.548036,,125.0593773,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238082,NY99038-246,,plot,1096689,CornellMaster_2009_McGowan_NY99038-246_248,1,1,1248,,,test,,5682.41941,,121.8146299,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",230077,NY99038-250,,plot,1096590,CornellMaster_2009_McGowan_NY99038-250_252,1,1,1252,,,test,,5604.561055,,109.5399249,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",231417,NY99042-365,,plot,1096602,CornellMaster_2009_McGowan_NY99042-365_362,1,1,1362,,,test,,4574.627332,,123.8314884,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238296,NY99042-366,,plot,1096759,CornellMaster_2009_McGowan_NY99042-366_363,1,1,1363,,,test,,4783.629702,,115.3847252,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",239066,NY99043-220,,plot,1096688,CornellMaster_2009_McGowan_NY99043-220_222,1,1,1222,,,test,,5533.991768,,118.8009802,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",234927,NY99045-227,,plot,1096683,CornellMaster_2009_McGowan_NY99045-227_229,1,1,1229,,,test,,4968.344605,,122.9534934,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235531,NY99045-3110,NY99045-3110-218,plot,1096595,CornellMaster_2009_McGowan_NY99045-3110_220,1,1,1220,,,test,,5424.229549,,123.0230223,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",237746,NY99046-367,,plot,1096705,CornellMaster_2009_McGowan_NY99046-367_364,1,1,1364,,,test,,4546.98619,,117.4549746,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",238615,NY99046-368,,plot,1096520,CornellMaster_2009_McGowan_NY99046-368_365,1,1,1365,,,test,,5332.632669,,124.563469,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",239222,NY99046-369,,plot,1096421,CornellMaster_2009_McGowan_NY99046-369_366,1,1,1366,,,test,,4325.3386,,115.9168314,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",239248,NY99047-370,,plot,1096442,CornellMaster_2009_McGowan_NY99047-370_367,1,1,1367,,,test,,5513.477354,,103.2762627,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",224294,NY99048-215,,plot,1096641,CornellMaster_2009_McGowan_NY99048-215_217,1,1,1217,,,test,,5068.35135,,102.1485707,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235577,NY99048-217,,plot,1096628,CornellMaster_2009_McGowan_NY99048-217_219,1,1,1219,,,test,,4755.931353,,114.8711984,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",228482,NY99052-371,,plot,1096649,CornellMaster_2009_McGowan_NY99052-371_368,1,1,1368,,,test,,4556.59578,,120.0890808,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",229944,NY99053-372,,plot,1096695,CornellMaster_2009_McGowan_NY99053-372_369,1,1,1369,,,test,,5132.9552,,115.6705171,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",226521,NY99054-373,,plot,1096613,CornellMaster_2009_McGowan_NY99054-373_370,1,1,1370,,,test,,5147.478752,,123.5260983,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",221284,NY99056-374,,plot,1096537,CornellMaster_2009_McGowan_NY99056-374_371,1,1,1371,,,test,,4751.614973,,120.8309444,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",229697,NY99059-228,,plot,1096723,CornellMaster_2009_McGowan_NY99059-228_230,1,1,1230,,,test,,5053.197726,,107.3589109,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",237446,NY99059-231,,plot,1096716,CornellMaster_2009_McGowan_NY99059-231_233,1,1,1233,,,test,,5332.851313,,112.616832,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225554,NY99059-249,,plot,1096583,CornellMaster_2009_McGowan_NY99059-249_251,1,1,1251,,,test,,5666.800125,,110.8385107,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",237767,NY99059-375,,plot,1096645,CornellMaster_2009_McGowan_NY99059-375_372,1,1,1372,,,test,,5228.700936,,108.6643384,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",225708,NY99060-211,,plot,1096659,CornellMaster_2009_McGowan_NY99060-211_213,1,1,1213,,,test,,5380.549202,,117.3916326,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",229689,NY99060-213,,plot,1096572,CornellMaster_2009_McGowan_NY99060-213_215,1,1,1215,,,test,,4795.694001,,112.353917,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",232718,NY99060-216,,plot,1096684,CornellMaster_2009_McGowan_NY99060-216_218,1,1,1218,,,test,,5018.159898,,104.0744689,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",220738,NY99060-377,,plot,1096431,CornellMaster_2009_McGowan_NY99060-377_374,1,1,1374,,,test,,5171.110181,,112.6795371,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",232396,NY99060-378,,plot,1096513,CornellMaster_2009_McGowan_NY99060-378_375,1,1,1375,,,test,,4891.144642,,120.9922844,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",220236,NY99062-261,,plot,1096702,CornellMaster_2009_McGowan_NY99062-261_263,1,1,1263,,,test,,5466.773931,,105.406249,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",234187,NY99066-3025-380,,plot,1096686,CornellMaster_2009_McGowan_NY99066-3025-380_377,1,1,1377,,,test,,5664.484152,,121.7366901,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235989,NY99066-3444-381,,plot,1096556,CornellMaster_2009_McGowan_NY99066-3444-381_378,1,1,1378,,,test,,4511.428348,,117.2105695,
2009,327,Cornell University,Mark Sorrells,6543,CornellMaster_2009_McGowan,"Cornell Master, , In each location and for each trait, a mixed model analysis was carried out using ASreml-R. genotype were treated as random. Adjustment for local trend were tested as well as a wide set of residual spatial covariance. The best model was",Augmented,,,,no,no,2008-September-22,,32,"Ithaca, NY - McGowan",235479,NY99066-379,,plot,1096463,CornellMaster_2009_McGowan_NY99066-379_376,1,1,1376,,,test,,5040.518937,,114.7578321,
